"CMS Certification Number (CCN)","Provider Name","Provider Address",City/Town,State,"ZIP Code","Telephone Number","Provider SSA County Code",County/Parish,Urban,"Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties",Location,Latitude,Longitude,"Geocoding Footnote","Processing Date"
015065,"PRATTVILLE HEALTH AND REHABILITATION, LLC","601 JASMINE TRAIL",PRATTVILLE,AL,36066,3343652241,000,Autauga,Y,"For profit - Corporation",162,153.5,,"Medicare and Medicaid",N,"PRATTVILLE HEALTH AND REHABILITATION LLC",1974-04-01,"NHS MANAGEMENT",372,43,2.9,2.7,3.7,3.5,N,,N,Y,N,Resident,Yes,1,,1,,2,,2,,2,,4,,,,2.51030,0.96543,0.63782,1.60325,4.11355,3.47630,0.33067,0.02238,57.2,,42.9,,0,,1.26722,0.89756,2.08001,0.77070,0.61512,3.46583,3.07252,2.77684,1.06794,0.70555,4.55033,3.84541,2022-06-10,6,6,0,60,1,0,60,2019-11-07,9,9,0,40,1,0,40,55.000,,0,0.00,0,0,"601 JASMINE TRAIL,PRATTVILLE,AL,36066",32.4796,'-86.429,,2026-07-01
015066,"TERRACE MANOR NURSING & REHABILITATION CENTER, INC","390 UNDERWOOD ROAD",RUSSELLVILLE,AL,35653,2563323826,290,Franklin,N,"For profit - Corporation",63,53.6,,"Medicare and Medicaid",N,"FRANKLIN LTC, LLC",1976-08-01,"ADVANCED HEALTH CARE MANAGEMENT",12,6,3.3,3.3,4.0,3.5,N,,N,Y,N,Resident,Yes,5,,5,,5,,3,,5,,5,,,,2.31044,0.97133,0.72957,1.70090,4.01134,3.25358,0.28031,0.06535,37.3,,10.0,,0,,1.24927,0.88485,2.05055,0.75978,0.60640,3.41673,3.02899,2.59249,1.08991,0.81863,4.50103,3.65077,2021-08-26,0,0,0,0,0,0,0,2019-07-11,0,0,0,0,0,0,0,0.000,,0,0.00,0,0,"390 UNDERWOOD ROAD,RUSSELLVILLE,AL,35653",34.5129,'-87.719,,2026-07-01
015067,"COTTAGE OF THE SHOALS","500 JOHN ALDRIDGE DRIVE",TUSCUMBIA,AL,35674,2563834541,160,Colbert,Y,"For profit - Corporation",103,90.7,,"Medicare and Medicaid",N,"SUNBRIDGE HEALTHCARE LLC",1972-01-01,"GENESIS HEALTHCARE",237,185,2.4,2.3,2.5,3.5,N,,N,Y,N,Both,Yes,4,,4,,4,,5,,3,,2,,,,1.78510,0.71374,0.79192,1.50566,3.29076,2.75384,0.42309,0.02549,58.8,,60.0,,0,,1.46191,1.03546,2.39957,0.88911,0.70962,3.99830,3.54456,1.71168,0.68438,0.75934,3.15540,2.64057,2021-08-05,3,3,0,12,1,0,12,2019-05-14,1,1,0,4,1,0,4,10.000,,0,0.00,0,0,"500 JOHN ALDRIDGE DRIVE,TUSCUMBIA,AL,35674",34.7269,'-87.679,,2026-07-01
015071,"EVERSTEAD HEALTH AND REHABILITATION  CENTER","705 GANDY STREET NE",RUSSELLVILLE,AL,35653,2563323773,290,Franklin,N,"For profit - Limited Liability company",50,44.6,,"Medicare and Medicaid",N,"ARABELLA HEALTH AND WELLNESS OF RUSSELLVILLE LLC",1967-03-03,"ARABELLA HEALTHCARE MANAGEMENT",633,13,2.7,2.6,2.9,3.2,N,,N,Y,N,Resident,Yes,2,,3,,1,,1,,1,,4,,,,2.45474,0.49069,0.92273,1.41342,3.86816,3.31421,0.47195,0.00052,60.4,,25.0,,0,,1.24778,0.88379,2.04810,0.75888,0.60568,3.41266,3.02538,2.75770,0.55125,1.03661,4.34556,3.72325,2022-09-21,2,2,0,12,1,0,12,2019-08-19,2,2,0,20,1,0,20,14.000,,0,0.00,0,0,"705 GANDY STREET NE,RUSSELLVILLE,AL,35653",34.5101,'-87.72,,2026-07-01
015073,"HANCEVILLE NURSING & REHAB CENTER, INC","420 MAIN STREET NE",HANCEVILLE,AL,35077,2563526481,210,Cullman,N,"For profit - Limited Liability company",208,184.6,,"Medicare and Medicaid",N,"HANCEVILLE NURSING & REHAB CENTER INC.",1967-03-17,,,,,,,,N,,N,N,N,Resident,Yes,2,,1,,3,,3,,3,,5,,,,3.20262,0.89822,0.66764,1.56587,4.76848,4.01861,0.39882,0.02511,43.4,,29.4,,0,,1.28688,0.91148,2.11228,0.78266,0.62466,3.51959,3.12017,3.48857,0.97842,0.72725,5.19424,4.37741,2025-12-12,7,7,0,72,1,0,72,2019-10-03,1,1,0,4,1,0,4,55.000,,0,0.00,0,0,"420 MAIN STREET NE,HANCEVILLE,AL,35077",34.0618,'-86.771,,2026-07-01
015075,"SUMMERFORD HEALTH AND REHAB, LLC","4087 HIGHWAY 31 SOUTHWEST",FALKVILLE,AL,35622,2567845275,510,Morgan,Y,"For profit - Individual",216,133.0,,"Medicare and Medicaid",N,"SUMMERFORD HEALTH AND REHAB LLC",1967-04-19,,,,,,,,N,,N,Y,N,Resident,Yes,2,,2,,2,,3,,1,,3,,,,1.94244,0.72991,0.68536,1.41527,3.35770,2.97615,0.47635,0.03620,59.0,,45.8,,0,,1.25351,0.88785,2.05750,0.76236,0.60846,3.42832,3.03926,2.17220,0.81625,0.76643,3.75487,3.32819,2023-09-15,5,5,1,24,1,0,24,2019-11-07,9,5,4,72,1,0,72,36.000,,3,25568.00,0,3,"4087 HIGHWAY 31 SOUTHWEST,FALKVILLE,AL,35622",34.3852,'-86.912,,2026-07-01
015076,"FAIR HAVEN","1424 MONTCLAIR ROAD",BIRMINGHAM,AL,35210,2059564150,360,Jefferson,Y,"Non profit - Corporation",259,242.8,,"Medicare and Medicaid",N,"METHODIST HOME FOR THE AGING",1967-03-07,,,,,,,,Y,,N,Y,N,Resident,Yes,3,,3,,4,,4,,4,,2,,,,3.24762,0.89095,0.24380,1.13475,4.38237,3.98776,0.09744,0.03745,,26,,26,,26,1.12496,0.79680,1.84650,0.68418,0.54606,3.07674,2.72758,4.04677,1.11019,0.30379,5.46075,4.96904,2021-06-17,3,3,0,16,1,0,16,2020-01-30,5,5,0,20,1,0,20,17.000,,10,31615.00,0,10,"1424 MONTCLAIR ROAD,BIRMINGHAM,AL,35210",33.5234,'-86.727,,2026-07-01
015083,"ELBA NURSING AND REHABILITATION CENTER, LLC","987 DRAYTON STREET",ELBA,AL,36323,3348972257,150,Coffee,N,"For profit - Corporation",111,83.0,,"Medicare and Medicaid",N,"ELBA NURSING AND REHABILITATION CENTER LLC",1967-05-25,"NORBERT BENNETT & DONALD DENZ",771,25,1.6,1.9,2.2,2.3,N,,N,Y,N,Resident,Yes,1,,2,,1,,1,,,2,4,,,,2.28842,0.50773,0.91879,1.42651,3.71493,2.92500,0.59531,0.01555,47.1,,35.0,,0,,1.18661,0.84046,1.94770,0.72168,0.57599,3.24536,2.87707,2.70338,0.59979,1.08539,4.38856,3.45539,2022-05-17,4,4,0,28,1,0,28,2021-07-08,4,4,0,16,1,0,16,25.000,,0,0.00,0,0,"987 DRAYTON STREET,ELBA,AL,36323",31.4291,'-86.076,,2026-07-01
015084,"PARK PLACE","100 PARK PLACE",SELMA,AL,36701,3348723471,230,Dallas,N,"For profit - Corporation",103,96.4,,"Medicare and Medicaid",N,"DIVERSICARE OF SELMA LLC",1979-11-01,"DIVERSICARE HEALTHCARE",185,46,2.5,2.4,2.9,3.5,N,,N,Y,N,None,Yes,3,,2,,5,,5,,5,,3,,,,2.33012,0.67702,0.38752,1.06454,3.39466,2.83739,0.10494,0.05511,28.4,,40.0,,0,,1.26849,0.89846,2.08210,0.77147,0.61573,3.46930,3.07559,2.57496,0.74816,0.42824,3.75135,3.13553,2022-04-06,5,5,0,32,1,0,32,2019-05-16,4,4,0,16,1,0,16,28.000,,0,0.00,0,0,"100 PARK PLACE,SELMA,AL,36701",32.3949,'-87.07,,2026-07-01
015089,"EVERGREEN NURSING HOME","100 SANDERS DRIVE",EVERGREEN,AL,36401,2515783783,170,Conecuh,N,"For profit - Corporation",61,55.5,,"Medicare and Medicaid",N,"EVERGREEN NURSING HOME, LLC",1967-10-17,"CROWNE HEALTH CARE",174,18,4.2,3.8,4.6,2.8,N,,N,Y,N,Both,Yes,5,,4,,5,,4,,5,,4,,,,2.77069,1.18224,0.48693,1.66917,4.43987,3.61790,0.17154,0.00625,27.3,,0.0,,0,,1.26731,0.89762,2.08016,0.77076,0.61516,3.46607,3.07273,3.06468,1.30768,0.53860,4.91095,4.00177,2020-03-12,2,2,0,8,1,0,8,2019-01-17,1,1,0,4,1,0,4,7.000,0,0,0.00,0,0,"100 SANDERS DRIVE,EVERGREEN,AL,36401",31.4221,'-86.945,,2026-07-01
015091,"PINE HILL REHABILITATION AND WELLNESS  CENTER","200 NORTH PINE HILL ROAD",BIRMINGHAM,AL,35217,2058492352,360,Jefferson,Y,"For profit - Corporation",190,161.2,,"Medicare and Medicaid",N,"Legal Business Name Not Available",1968-07-01,"NORBERT BENNETT & DONALD DENZ",771,25,1.6,1.9,2.2,2.3,N,,N,Y,N,Resident,Yes,1,,2,,2,,3,,1,,1,,,,2.24193,0.67528,0.27691,0.95219,3.19412,2.63143,0.17747,0.04262,71.9,,87.5,,3,,1.09468,0.77535,1.79680,0.66577,0.53136,2.99393,2.65417,2.87087,0.86472,0.35460,4.09018,3.36964,2024-03-07,10,10,1,40,1,0,40,2021-05-19,2,2,0,12,1,0,12,33.000,,0,0.00,0,0,"200 NORTH PINE HILL ROAD,BIRMINGHAM,AL,35217",33.6144,'-86.768,,2026-07-01
015097,"SOUTH HEALTH AND REHABILITATION, LLC","1220 SOUTH 17TH STREET",BIRMINGHAM,AL,35205,2059332180,360,Jefferson,Y,"For profit - Corporation",83,72.5,,"Medicare and Medicaid",N,"SOUTH HEALTH AND REHABILITATION, LLC",1976-10-01,"NHS MANAGEMENT",372,43,2.9,2.7,3.7,3.5,N,,N,Y,N,Resident,Yes,2,,2,,4,,4,,,2,4,,,,2.88501,0.71635,0.58871,1.30506,4.19006,3.07328,0.29727,0.01740,53.4,,38.5,,1,,1.21404,0.85990,1.99273,0.73836,0.58930,3.32039,2.94358,3.33113,0.82712,0.67974,4.83800,3.54852,2023-08-24,3,3,2,44,1,0,44,2021-07-29,1,1,0,4,1,0,4,34.000,,2,8569.00,1,3,"1220 SOUTH 17TH STREET,BIRMINGHAM,AL,35205",33.4969,'-86.8,,2026-07-01
015098,"ALLEN HEALTH AND REHABILITATION","735 SOUTH WASHINGTON AVENUE",MOBILE,AL,36603,2514332642,480,Mobile,Y,"Non profit - Corporation",119,79.7,,"Medicare and Medicaid",N,"NOLAND MANAGEMENT SERVICES, LLC",1973-05-05,"NOLAND HEALTH",374,10,2.7,2.5,4.1,3.0,N,,N,Y,N,Both,Yes,3,,3,,4,,4,,,2,4,,,,2.05619,0.82750,0.73255,1.56005,3.61624,2.78148,0.39370,0.01372,54.7,,21.4,,0,,1.26486,0.89589,2.07613,0.76927,0.61397,3.45937,3.06679,2.27876,0.91708,0.81185,4.00769,3.08257,2020-02-21,2,2,0,8,1,0,8,2019-01-31,3,3,0,28,1,0,28,13.000,0,0,0.00,0,0,"735 SOUTH WASHINGTON AVENUE,MOBILE,AL,36603",30.6722,'-88.052,,2026-07-01
015100,"CROWNE HEALTH CARE OF MOBILE","954 NAVCO ROAD",MOBILE,AL,36605,2514738684,480,Mobile,Y,"For profit - Corporation",148,124.8,,"Medicare and Medicaid",N,"CROWNE HEALTH CARE OF MOBILE, LLC",1974-07-01,"CROWNE HEALTH CARE",174,18,4.2,3.8,4.6,2.8,N,,N,Y,N,Both,Yes,3,,3,,1,,1,,1,,5,,,,2.75706,1.51117,0.67794,2.18912,4.94618,4.01625,0.34439,0.01137,25.7,,6.3,,0,,1.18516,0.83944,1.94532,0.72080,0.57528,3.24140,2.87356,3.26097,1.78737,0.80185,5.85019,4.75030,2019-09-19,4,4,0,16,1,0,16,2018-08-16,3,3,0,12,1,0,12,15.000,,0,0.00,0,0,"954 NAVCO ROAD,MOBILE,AL,36605",30.6526,'-88.101,,2026-07-01
015101,"ALTOONA  HEALTH & REHAB","6532 WALNUT GROVE ROAD",ALTOONA,AL,35952,2055896394,270,Etowah,Y,"For profit - Corporation",50,44.1,,"Medicare and Medicaid",N,"ALTOONA HEALTH & REHAB, INC.",1973-05-01,"TRINITY MANAGEMENT, INC.",527,5,4.0,3.4,4.6,3.2,N,,N,Y,N,Resident,Yes,3,,2,,4,,4,,,2,5,,,,2.52132,0.69103,0.68508,1.37612,3.89744,3.58461,0.51160,0.00683,31.8,,40.0,,0,,1.14114,0.80826,1.87306,0.69402,0.55391,3.12099,2.76681,3.09720,0.84887,0.84156,4.78763,4.40335,2022-06-13,4,4,0,32,1,0,32,2020-02-27,1,1,0,4,1,0,4,25.000,,0,0.00,0,0,"6532 WALNUT GROVE ROAD,ALTOONA,AL,35952",34.0348,'-86.319,,2026-07-01
015103,"ASHLAND PLACE HEALTH AND REHABILITATION, LLC","148 TUSCALOOSA ST",MOBILE,AL,36607,2514715431,480,Mobile,Y,"For profit - Corporation",164,145.7,,"Medicare and Medicaid",N,"ASHLAND PLACE HEALTH AND REHABILITATION, LLC",1968-10-21,"NHS MANAGEMENT",372,43,2.9,2.7,3.7,3.5,N,,N,Y,N,Resident,Yes,3,,3,,3,,4,,2,,4,,,,2.38884,0.75663,0.66001,1.41664,3.80548,3.28741,0.36513,0.01902,59.2,,51.7,,0,,1.20670,0.85469,1.98067,0.73389,0.58574,3.30030,2.92577,2.77503,0.87895,0.76671,4.42068,3.81886,2020-01-23,2,2,0,20,1,0,20,2018-11-29,4,4,0,16,1,0,16,19.000,,0,0.00,0,0,"148 TUSCALOOSA ST,MOBILE,AL,36607",30.6908,'-88.088,,2026-07-01
015104,"SOUTHLAND NURSING HOME","500 SHIVERS TERRACE",MARION,AL,36756,3346836141,520,Perry,N,"For profit - Corporation",91,65.2,,"Medicare and Medicaid",N,"SOUTHLAND NURSING HOME LLC",1970-02-19,,,,,,,,N,,N,Y,N,Resident,Yes,5,,4,,5,,5,,,2,3,,,,2.38261,1.00209,0.52067,1.52275,3.90536,3.49571,0.20873,0.00637,,26,,26,,26,1.13572,0.80442,1.86417,0.69073,0.55128,3.10618,2.75368,2.94076,1.23684,0.64264,4.82024,4.31462,2021-04-22,2,2,0,8,1,0,8,2019-06-27,1,1,0,4,1,0,4,7.000,,1,5244.00,0,1,"500 SHIVERS TERRACE,MARION,AL,36756",32.6155,'-87.306,,2026-07-01
015109,"CIVIC CENTER HEALTH AND REHABILITATION, LLC","1201 22ND STREET NORTH",BIRMINGHAM,AL,35234,2052515271,360,Jefferson,Y,"For profit - Corporation",95,87.0,,"Medicare and Medicaid",N,"CIVIC CENTER HEALTH AND REHABILITATION, LLC",1969-04-04,"NHS MANAGEMENT",372,43,2.9,2.7,3.7,3.5,N,,N,Y,N,Resident,Yes,2,,2,,4,,4,,,2,4,,,,2.58312,0.34459,0.63721,0.98180,3.56491,2.84029,0.30362,0.01037,50.0,,50.0,,0,,1.07455,0.76109,1.76376,0.65352,0.52159,2.93887,2.60535,3.36975,0.44953,0.83125,4.65053,3.70524,2024-03-22,6,6,2,40,1,0,40,2021-06-10,1,1,0,4,1,0,4,31.000,,0,0.00,0,0,"1201 22ND STREET NORTH,BIRMINGHAM,AL,35234",33.5284,'-86.811,,2026-07-01
015111,"DIVERSICARE OF BIG SPRINGS","500 ST. CLAIR AVENUE SOUTHWEST",HUNTSVILLE,AL,35801,2565395111,440,Madison,Y,"For profit - Corporation",145,124.0,,"Medicare and Medicaid",N,"DIVERSICARE OF BIG SPRINGS LLC",1978-11-01,"DIVERSICARE HEALTHCARE",185,46,2.5,2.4,2.9,3.5,N,,N,Y,N,Resident,Yes,4,,4,,3,,4,,2,,4,,,,2.03713,0.52799,0.55904,1.08702,3.12416,2.56861,0.27006,0.05807,47.1,,52.9,,0,,1.10055,0.77951,1.80644,0.66934,0.53421,3.01000,2.66841,2.59470,0.67250,0.71205,3.97925,3.27164,2022-01-27,2,2,0,8,1,0,8,2021-03-26,1,1,0,4,1,0,4,7.000,,0,0.00,0,0,"500 ST. CLAIR AVENUE SOUTHWEST,HUNTSVILLE,AL,35801",34.7217,'-86.585,,2026-07-01
015112,"MAGNOLIA HAVEN HEALTH AND REHABILITATION CENTER","603 WRIGHT STREET",TUSKEGEE,AL,36083,3347274960,430,Macon,Y,"For profit - Corporation",111,85.4,,"Medicare and Medicaid",N,"MAGNOLIA HAVEN NURSING HOME LLC",1975-09-01,"BALL HEALTHCARE SERVICES",66,9,2.7,2.8,3.2,3.0,N,,N,Y,N,Both,Yes,3,,3,,4,,4,,5,,3,,,,1.61337,0.65687,0.58866,1.24553,2.85890,2.36028,0.36858,0.00551,42.1,,54.5,,0,,1.19008,0.84292,1.95338,0.72378,0.57767,3.25484,2.88547,1.90038,0.77372,0.69338,3.36747,2.78015,2023-07-19,5,5,0,20,1,0,20,2019-10-10,2,1,1,16,1,0,16,19.000,,0,0.00,0,0,"603 WRIGHT STREET,TUSKEGEE,AL,36083",32.4326,'-85.692,,2026-07-01
015113,"RIVER CITY CENTER","1350 FOURTEENTH AVENUE SOUTHEAST",DECATUR,AL,35601,2563556911,510,Morgan,Y,"For profit - Corporation",183,163.0,,"Medicare and Medicaid",N,"SUNBRIDGE HEALTHCARE LLC",1969-10-08,"GENESIS HEALTHCARE",237,185,2.4,2.3,2.5,3.5,N,,N,Y,N,Resident,Yes,1,,1,,4,,3,,5,,4,,,,1.86388,0.62551,0.96252,1.58803,3.45191,3.09906,0.75932,0.03171,51.9,,27.3,,0,,1.19609,0.84718,1.96326,0.72744,0.58059,3.27130,2.90006,2.18439,0.73307,1.12804,4.04551,3.63198,2021-04-29,6,6,0,60,1,0,60,2019-03-13,2,2,0,8,2,4,12,48.000,,0,0.00,0,0,"1350 FOURTEENTH AVENUE SOUTHEAST,DECATUR,AL,35601",34.5866,'-86.97,,2026-07-01
015114,"SHADESCREST HEALTH CARE CENTER","331 WEST 25TH STREET",JASPER,AL,35502,2053849086,630,Walker,Y,"For profit - Individual",107,97.1,,"Medicare and Medicaid",N,"SHADESCREST HEALTH CARE CENTER",1970-12-29,,,,,,,,N,,N,Y,N,Both,Yes,1,,1,,4,,5,,2,,4,,,,2.52544,0.83199,0.67916,1.51114,4.03658,3.21303,0.37990,0.00771,44.4,,25.0,,0,,1.25325,0.88767,2.05709,0.76221,0.60834,3.42763,3.03865,2.82473,0.93058,0.75964,4.51495,3.59381,2024-02-09,13,13,0,60,1,0,60,2019-08-01,2,2,0,4,1,0,4,46.000,0,0,0.00,0,0,"331 WEST 25TH STREET,JASPER,AL,35502",33.8259,'-87.278,,2026-07-01
015115,"CORDOVA HEALTH AND REHABILITATION, LLC","70 HIGHLAND STREET WEST",CORDOVA,AL,35550,2054839282,630,Walker,Y,"For profit - Corporation",114,107.4,,"Medicare and Medicaid",N,"CORDOVA HEALTH AND REHABILITATION LLC",1971-04-01,"NHS MANAGEMENT",372,43,2.9,2.7,3.7,3.5,N,,Y,N,N,Resident,Yes,1,,1,,4,,4,,3,,4,,,,2.91707,0.58751,0.54217,1.12968,4.04675,3.03473,0.17006,0.02956,57.4,,46.2,,1,,1.05366,0.74630,1.72947,0.64082,0.51145,2.88174,2.55471,3.88084,0.78162,0.72129,5.38375,4.03737,2024-11-20,9,9,9,202,1,0,202,2019-10-03,1,1,0,4,1,0,4,152.500,,1,76242.00,1,2,"70 HIGHLAND STREET WEST,CORDOVA,AL,35550",33.7616,'-87.186,,2026-07-01
015116,"ROCKET CITY REHABILITATION AND HEALTHCARE CENTER","105 TEAKWOOD DRIVE SW",HUNTSVILLE,AL,35801,2568815000,440,Madison,Y,"For profit - Limited Liability company",159,126.2,,"Medicare and Medicaid",N,"WHITESBURG SNF OPERATIONS LLC",1972-09-01,"VENZA CARE MANAGEMENT",614,22,2.4,2.5,3.0,2.6,N,,N,Y,N,Resident,Yes,1,,1,,4,,4,,4,,4,,,,2.19521,0.47134,1.17709,1.64843,3.84364,3.31018,0.97014,0.09455,63.8,,52.8,,0,,1.25278,0.88733,2.05631,0.76192,0.60810,3.42633,3.03750,2.45630,0.52740,1.31709,4.30078,3.70387,2023-02-26,12,12,0,523,1,0,523,2021-06-25,7,7,0,28,1,0,28,399.250,,0,0.00,0,0,"105 TEAKWOOD DRIVE SW,HUNTSVILLE,AL,35801",34.6973,'-86.571,,2026-07-01
015117,"OAK KNOLL HEALTH AND REHABILITATION, LLC","824 SIXTH AVENUE WEST",BIRMINGHAM,AL,35204,2057872619,360,Jefferson,Y,"For profit - Corporation",100,98.7,,"Medicare and Medicaid",N,"OAK KNOLL HEALTH AND REHABILITATION LLC",1972-09-13,"NHS MANAGEMENT",372,43,2.9,2.7,3.7,3.5,N,,N,Y,N,Resident,Yes,3,,2,,5,,5,,,2,4,,,,2.35590,0.63860,0.71772,1.35632,3.71222,2.91834,0.40115,0.03085,52.5,,40.0,,1,,1.15200,0.81595,1.89089,0.70063,0.55919,3.15070,2.79315,2.86671,0.77706,0.87334,4.51711,3.55109,2021-03-18,6,6,0,40,1,0,40,2019-02-21,3,1,2,12,1,0,12,33.000,,0,0.00,0,0,"824 SIXTH AVENUE WEST,BIRMINGHAM,AL,35204",33.5106,'-86.85,,2026-07-01
015119,"BELLWAY HEALTH AND REHABILITATION CENTER","11 BELL ROAD",SELMA,AL,36701,3348747425,230,Dallas,N,"For profit - Corporation",172,120.6,,"Medicare and Medicaid",N,"ARABELLA HEALTH & WELLNESS OF SELMA OPCO LLC",1973-03-13,"ARABELLA HEALTHCARE MANAGEMENT",633,13,2.7,2.6,2.9,3.2,N,,Y,N,N,Both,Yes,2,,2,,3,,4,,2,,2,,,,1.73444,0.66117,0.47707,1.13825,2.87269,2.69216,0.32848,0.02781,49.6,,46.2,,0,,1.16609,0.82593,1.91401,0.70920,0.56602,3.18923,2.82731,2.08501,0.79481,0.57350,3.45332,3.23630,2024-07-15,6,6,4,44,1,0,44,2021-04-29,3,2,1,12,1,0,12,36.000,,1,203450.00,0,1,"11 BELL ROAD,SELMA,AL,36701",32.4262,'-87.047,,2026-07-01
015120,"NHC HEALTHCARE, ANNISTON","2300 COLEMAN RD",ANNISTON,AL,36207,2568315730,070,Calhoun,Y,"For profit - Limited Liability company",151,134.9,,"Medicare and Medicaid",N,"NHC HEALTHCARE-ANNISTON LLC",1973-06-12,"NATIONAL HEALTHCARE CORPORATION",364,69,3.9,3.4,3.5,4.4,N,,Y,N,N,Resident,Yes,2,,2,,4,,4,,4,,4,,,,2.14540,0.48151,0.83875,1.32026,3.46565,3.12557,0.57412,0.07823,46.0,,24.0,,0,,1.35615,0.96055,2.22598,0.82479,0.65828,3.70905,3.28813,2.21758,0.49771,0.86697,3.58225,3.23073,2024-10-26,6,6,6,56,1,0,56,2019-11-14,1,1,0,4,1,0,4,43.000,,1,11057.00,0,1,"2300 COLEMAN RD,ANNISTON,AL,36207",33.6315,'-85.803,,2026-07-01
015121,"CROWNE HEALTH CARE OF CITRONELLE","19225 NORTH 4TH STREET",CITRONELLE,AL,36522,2518665509,480,Mobile,Y,"For profit - Corporation",69,65.5,,"Medicare and Medicaid",N,"CROWNE HEALTH CARE OF CITRONELLE LLC",1977-07-01,"CROWNE HEALTH CARE",174,18,4.2,3.8,4.6,2.8,N,,N,Y,N,Resident,Yes,5,,5,,4,,2,,5,,4,,,,3.01425,0.89531,0.64205,1.53736,4.55160,3.87758,0.28230,0.00963,41.8,,40.0,,0,,1.23628,0.87564,2.02922,0.75188,0.60010,3.38120,2.99749,3.41776,1.01516,0.72799,5.16092,4.39667,2023-06-09,0,0,0,0,0,0,0,2021-08-06,0,0,0,0,0,0,0,0.000,,0,0.00,0,0,"19225 NORTH 4TH STREET,CITRONELLE,AL,36522",31.0913,'-88.242,,2026-07-01
015123,"WASHINGTON COUNTY NURSING HOME","14600 ST STEPHENS AVENUE",CHATOM,AL,36518,2518476412,640,Washington,N,"Government - County",88,75.8,,"Medicare and Medicaid",Y,"WASHINGTON COUNTY HEALTHCARE AUTHORITY, INC",1975-01-01,,,,,,,,N,,N,Y,N,Resident,Yes,5,,5,,5,,5,,,2,5,,,,2.89939,1.00590,0.70932,1.71522,4.61461,3.86014,0.13313,0.03537,25.3,,0.0,,0,,1.30001,0.92078,2.13383,0.79064,0.63103,3.55551,3.15202,3.12636,1.08464,0.76484,4.97585,4.16232,2021-06-10,0,0,0,0,0,0,0,2019-02-28,0,0,0,0,0,0,0,0.000,,0,0.00,0,0,"14600 ST STEPHENS AVENUE,CHATOM,AL,36518",31.4603,'-88.235,,2026-07-01
